response_time,status_code,redirect_count,meta_tags_count,social_links_count,contact_info_count,has_copyright,url_length,protocol_https,has_www,digit_ratio,special_char_ratio,num_dots,num_hyphens,num_at,num_percent,num_ampersand,num_underscore,has_suspicious_words,domain_length,subdomain_count,is_ip,has_suspicious_tld,has_ssl,has_cert,label,url
0.375164257227576,314.50778354336546,0.6289844329132691,0.0,0.0,0.0,0.0,26.0,1.0,0.0,0.0,0.23076923076923078,2.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,2.0,0.0,1.0,0.0,0.0,0.0,https://hjfgcv.omopwai.cn/
0.375164257227576,314.50778354336546,0.6289844329132691,0.0,0.0,0.0,0.0,27.0,1.0,0.0,0.0,0.2222222222222222,2.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,2.0,0.0,0.0,0.0,0.0,0.0,https://www.amazeonojp.com/
0.375164257227576,314.50778354336546,0.6289844329132691,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.23076923076923078,5.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,5.0,0.0,1.0,0.0,0.0,0.0,http://www.pockatcard.co.jp.lsbvfy.top/
0.173054,200.0,0.0,35.0,4.0,1.0,1.0,110.0,1.0,0.0,0.06363636363636363,0.15454545454545454,1.0,8.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,0.0,0.0,0.0,0.0,1.0,https://indianexpress.com/article/opinion/columns/the-blasphemy-test-asia-bibi-pakistan-supreme-court-5439881/
0.08044,200.0,0.0,2.0,0.0,0.0,1.0,57.0,0.0,0.0,0.017543859649122806,0.17543859649122806,3.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,0.0,0.0,0.0,0.0,1.0,http://fcit.usf.edu/Holocaust/TIMELINE/RESIST/NUMBER1.HTM
0.375164257227576,314.50778354336546,0.6289844329132691,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.18518518518518517,2.0,1.0,0.0,0.0,0.0,0.0,0.0,25.0,2.0,0.0,0.0,0.0,0.0,1.0,http://www.voipproviderslist.com/wiki/voip-phone/home/
0.375164257227576,314.50778354336546,0.6289844329132691,0.0,0.0,0.0,0.0,71.0,1.0,0.0,0.15492957746478872,0.18309859154929578,3.0,0.0,0.0,0.0,2.0,0.0,0.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,https://subscriber.kcjsy.com/Ops.aspx?5m3k2=zx&5m3k2i0=&5m3k2i0hyfxevc=
0.375164257227576,314.50778354336546,0.6289844329132691,0.0,0.0,0.0,0.0,28.0,1.0,0.0,0.0,0.25,3.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,3.0,0.0,1.0,0.0,0.0,0.0,https://doccomo.ne.tujp.xyz/
0.081033,404.0,0.0,2.0,0.0,0.0,0.0,42.0,1.0,0.0,0.07142857142857142,0.16666666666666666,2.0,1.0,0.0,0.0,0.0,0.0,1.0,26.0,2.0,0.0,0.0,0.0,0.0,0.0,https://signinlogin007.wixsite.com/my-site
0.375164257227576,314.50778354336546,0.6289844329132691,0.0,0.0,0.0,0.0,38.0,1.0,0.0,0.0,0.18421052631578946,2.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,https://besselwriggle.com/oc/Login.htm
0.375164257227576,314.50778354336546,0.6289844329132691,0.0,0.0,0.0,0.0,24.0,1.0,0.0,0.041666666666666664,0.25,2.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,2.0,0.0,1.0,0.0,0.0,0.0,https://jfgfc.anj0ii.cn/
0.47897,200.0,1.0,1.0,0.0,1.0,0.0,121.0,0.0,0.0,0.2727272727272727,0.19008264462809918,18.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,14.0,0.0,0.0,0.0,0.0,0.0,http://ys5egue.dteted7f7r.et4.4656.5.t65.5.5875.dhirt.4989.rgkhr.594k.e.clearpointsupplies.com/dteted7f7r.et4.4656.5.t65/
0.375164257227576,314.50778354336546,0.6289844329132691,0.0,0.0,0.0,0.0,21.0,1.0,0.0,0.0,0.2857142857142857,2.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,0.0,1.0,0.0,0.0,0.0,https://etc.bfcbx.cn/
0.463159,200.0,0.0,13.0,1.0,3.0,0.0,17.0,1.0,0.0,0.0,0.29411764705882354,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,1.0,0.0,0.0,1.0,https://kafka.nl/
